,name,url,description,addressCountry,postalCode,addressRegion,streetAddress,addressLocality,rating,image,priceRange,hasMap
398,Jaypee Siddharth,https://www.booking.com/hotel/in/jaypee-siddharth.html,"Located within a 3 miles radius of Connaught Place and the New Delhi Train Station, Jaypee Siddharth features a spa and health club, and steam bath...",India,110008,Delhi NCR,"3 Rajendra Place, 110008 New Delhi, India",3 Rajendra Place,6.9,https://r-cf.bstatic.com/images/hotel/max500/163/163085844.jpg,Prices for upcoming dates start at $53 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6425516,77.1753770&markers=color:blue%7c28.6425516,77.1753770&zoom=15&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=PjPrwCv82VYD_QlslaP5UylxNgs="
399,Hotel Krishna Deluxe,https://www.booking.com/hotel/in/krishna-deluxe.html,"In the heart of Delhi, Hotel Krishna Deluxe is just 650 ft from the New Delhi Train Station.",India,110055,Delhi NCR,"43, Arakashan Road, Ram Nagar, Behind Sheila Cinema (New Delhi Railway Station),, Paharganj, 110055 New Delhi, India","43, Arakashan Road, Ram Nagar, Behind Sheila Cinema (New Delhi Railway Station)",7.1,https://r-cf.bstatic.com/images/hotel/max500/103/103738795.jpg,Prices for upcoming dates start at $30 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&markers=color:blue%7c28.6469699,77.2116204&center=28.6469699,77.2116204&zoom=15&client=gme-booking&channel=booking-frontend&signature=63DW8MakXSqPjEbUTY7ZdrRPaMw="
400,HOTEL FAIR MOUNT,https://www.booking.com/hotel/in/fair-mount-delhi.html,"Located in New Delhi, within 6 miles of Qutub Minar and 9 miles of Gandhi Smriti, HOTEL FAIR MOUNT has accommodations with a shared lounge and free WiFi...",India,110037,Delhi NCR,"845/2 MATA CHOWK MAHIPALPUR, Mahipalpur, 110037 New Delhi, India",845/2 MATA CHOWK MAHIPALPUR,9.5,https://r-cf.bstatic.com/images/hotel/max500/226/226159559.jpg,Prices for upcoming dates start at $9 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&zoom=15&size=1600x1200&markers=color:blue%7c28.5414910,77.1297760&center=28.5414910,77.1297760&client=gme-booking&channel=booking-frontend&signature=1sIDKpCby24Wp-kMA_vo776V6jY="
401,Hotel Aiwan-e-Shahi,https://www.booking.com/hotel/in/aiwan-e-shahi.html,"Set in New Delhi, 0.7 mi from Red Fort, Hotel Aiwan-e-Shahi provides a terrace. Hotel Aiwan-e-Shahi is 1.7 mi from the Rāj Ghāt, the property is also 1.",India,110006,Delhi NCR,"1061-Paiwalan Dariba Near Gate No. 3 Jama Masjid, 110006 New Delhi, India",1061-Paiwalan Dariba Near Gate No. 3 Jama Masjid,7.4,https://r-cf.bstatic.com/images/hotel/max500/793/79380256.jpg,Prices for upcoming dates start at $31 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.6517179,77.2327315&zoom=15&markers=color:blue%7c28.6517179,77.2327315&sensor=false&client=gme-booking&channel=booking-frontend&signature=1hNskjq8JJTDa5CvFvT21wHF09w="
402,Hotel The Tanish,https://www.booking.com/hotel/in/the-tanish.html,"Located in New Delhi, 6 miles from Qutub Minar, Hotel The Tanish has accommodations with free WiFi and free private parking.",India,110037,Delhi NCR,"Plot No. 60/A(OLD), 123/A1(New), Second Floor, KH No. 341, Road No. 2, Block-A, Mahipalpur, Mahipalpur, 110037 New Delhi, India","Plot No. 60/A(OLD), 123/A1(New), Second Floor, KH No. 341, Road No. 2, Block-A, Mahipalpur",6.8,https://r-cf.bstatic.com/images/hotel/max500/218/218435579.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5476070,77.1276230&sensor=false&center=28.5476070,77.1276230&zoom=15&client=gme-booking&channel=booking-frontend&signature=3DEa297QM0XvIdVCKH4Aj2HXwpM="
403,HOTEL MAHAJAN INTERNATIONAL,https://www.booking.com/hotel/in/international-delhi.html,"Featuring a bar and a shared lounge, HOTEL MAHAJAN INTERNATIONAL is located in New Delhi, 6 miles from Qutub Minar and 8 miles from Rashtrapati Bhavan.",India,110037,Delhi NCR,"Plot 391 Road no1, Mahipalpur, Mahipalpur, 110037 New Delhi, India","Plot 391 Road no1, Mahipalpur",7.5,https://r-cf.bstatic.com/images/hotel/max500/223/223892022.jpg,Prices for upcoming dates start at $23 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5472190,77.1257300&sensor=false&markers=color:blue%7c28.5472190,77.1257300&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=ujIrHQYstSGijp3oRrX2ezXmnTU="
404,Jukaso Inn Down Town,https://www.booking.com/hotel/in/jukaso-inn-down-town-new-delhi.html,"Located just 0.7 mi from the New Delhi Railway Station, Jukaso Inn Down Town operates a 24-hour front desk to assist guests at all hours.",India,110001,Delhi NCR,"L-1 Connaught Place, Connaught Place, 110001 New Delhi, India",L-1 Connaught Place,6.8,https://r-cf.bstatic.com/images/hotel/max500/382/38282164.jpg,Prices for upcoming dates start at $42 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6341052,77.2219563&zoom=15&size=1600x1200&sensor=false&center=28.6341052,77.2219563&client=gme-booking&channel=booking-frontend&signature=u-P5SSBxSuR7GB28N6iMtbJRP6Q="
405,Aerocity R S Residency Delhi Airport,https://www.booking.com/hotel/in/aerocity-rs-residency.html,"Well located in the Mahipalpur district of New Delhi, Aerocity R S Residency Delhi Airport is located 7 miles from Qutub Minar, 8 miles from Rashtrapati...",India,110037,Delhi NCR,"Block A, road no4 Gali no 9, mahipalpur, Mahipalpur, 110037 New Delhi, India","Block A, road no4 Gali no 9, mahipalpur",5.8,https://r-cf.bstatic.com/images/hotel/max500/227/227372993.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.5488400,77.1303200&sensor=false&zoom=15&markers=color:blue%7c28.5488400,77.1303200&client=gme-booking&channel=booking-frontend&signature=SlCIFwq1bFElLFaYiIhevnr0pXo="
406,Hotel Waterfall,https://www.booking.com/hotel/in/waterfall.html,"Operating a 24-hour front desk, Hotel Waterfall is located in New Delhi. It is 8.7 mi from the bustling streets of the Connaught Place.",India,110063,Delhi NCR,"A-3, Shubham Enclave, Outer Ring Road,Paschim Vihar, Pashim Vihar, 110063 New Delhi, India","A-3, Shubham Enclave, Outer Ring Road,Paschim Vihar",5.0,https://r-cf.bstatic.com/images/hotel/max500/182/182658518.jpg,Prices for upcoming dates start at $40 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&markers=color:blue%7c28.6676161,77.0929420&size=1600x1200&sensor=false&center=28.6676161,77.0929420&client=gme-booking&channel=booking-frontend&signature=8jE-27ZIYdBdVwUC0NE4GACWxZI="
407,MISAKI XPRESS Delhi,https://www.booking.com/hotel/in/misaki-xpress-delhi.html,"Featuring a fitness center, MISAKI XPRESS Delhi is located in New Delhi in the Delhi NCR region, 7 miles from Qutub Minar and 8 miles from Rashtrapati...",India,110037,Delhi NCR,"A 292 NH 8 Mahipalpur Extension Near IGI Airport, Mahipalpur, 110037 New Delhi, India",A 292 NH 8 Mahipalpur Extension Near IGI Airport,5.8,https://r-cf.bstatic.com/images/hotel/max500/221/221296405.jpg,Prices for upcoming dates start at $33 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&sensor=false&center=28.5507250,77.1298390&markers=color:blue%7c28.5507250,77.1298390&client=gme-booking&channel=booking-frontend&signature=HOGc7PlfebNiQP9sMCSZAikh1Wg="
408,Joyrooms,https://www.booking.com/hotel/in/joyrooms.html,"Ideally located in the South West district of New Delhi, Joyrooms is located 8 miles from Qutub Minar, 9 miles from Rashtrapati Bhavan and 10 miles from...",India,110037,Delhi NCR,"K-60, Indira Gandhi International Airport Mahipalpur, WTI Hotels, 110037 New Delhi, India","K-60, Indira Gandhi International Airport Mahipalpur, WTI Hotels",,https://r-cf.bstatic.com/images/hotel/max500/233/233444817.jpg,Prices for upcoming dates start at $19 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5581750,77.0995266&center=28.5581750,77.0995266&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=ISLPVHXQLteCITrHCd3ETCY2yRc="
409,Hotel Mira International,https://www.booking.com/hotel/in/mira-international-new-delhi.html,"Located in New Delhi, 12 miles from Rashtrapati Bhavan, Hotel Mira International provides accommodations with a restaurant, free private parking, a garden...",India,110078,Delhi NCR,"PLOT NO. 103, BLOCK-B DWARKA SECTOR- 13 OPPOSITE TO METRO MALL NEAR BY REDISAN BLUE, Dwarka, 110078 New Delhi, India","PLOT NO. 103, BLOCK-B DWARKA SECTOR- 13 OPPOSITE TO METRO MALL NEAR BY REDISAN BLUE",,https://r-cf.bstatic.com/images/hotel/max500/168/168255841.jpg,Prices for upcoming dates start at $40 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5975980,77.0354340&size=1600x1200&markers=color:blue%7c28.5975980,77.0354340&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=skmpMXrc8HKE6qum1uTYVOWe29o="
410,Shree Bala Ji Hotel,https://www.booking.com/hotel/in/shree-bala-ji.html,Shree Bala Ji Hotel features air-conditioned rooms with flat-screen TV in the Paharganj district of New Delhi. The property is around 1.,India,110055,Delhi NCR,"2204 Rajguru Marg Chuna Mandi Pahar Ganj, Paharganj, 110055 New Delhi, India",2204 Rajguru Marg Chuna Mandi Pahar Ganj,,https://r-cf.bstatic.com/images/hotel/max500/234/234623752.jpg,Prices for upcoming dates start at $4 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&center=28.6445340,77.2107430&markers=color:blue%7c28.6445340,77.2107430&sensor=false&client=gme-booking&channel=booking-frontend&signature=MuD-Qg7PS-o-cr2F39fH3o5oGNY="
411,Hotel Swaran Palace,https://www.booking.com/hotel/in/swaran-palace.html,"Located just 656 feet from the Karol Bagh Metro Station, Hotel Swaran Palace operates a 24-hour front desk to assist guests at all hours.",India,110005,Delhi NCR,"15 A / 33, W.E.A., Ajmal Khan Road, Karol Bagh, Opp. Jessa Ram Hospital, Karol bagh, 110005 New Delhi, India","15 A / 33, W.E.A., Ajmal Khan Road, Karol Bagh, Opp. Jessa Ram Hospital",7.1,https://r-cf.bstatic.com/images/hotel/max500/148/148443793.jpg,Prices for upcoming dates start at $54 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6460331,77.1886969&size=1600x1200&zoom=15&markers=color:blue%7c28.6460331,77.1886969&sensor=false&client=gme-booking&channel=booking-frontend&signature=kSNjXw16DxZSnNNz6hcLOtaiXc8="
412,MM Royal orbit,https://www.booking.com/hotel/in/mint-residency.html,MM Royal orbit in New Delhi provides adults only accommodations with a shared lounge and a garden.,India,110077,Delhi NCR,"Plot nop.20 dwarka sector 9 Near dwarka metro station, Dwarka, 110077 New Delhi, India",Plot nop.20 dwarka sector 9 Near dwarka metro station,6.3,https://r-cf.bstatic.com/images/hotel/max500/205/205806024.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5744620,77.0652250&center=28.5744620,77.0652250&size=1600x1200&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=Ft5N2sMKRSrRTReaWqUUCsreLbk="
413,La Sagrita - A Boutique Hotel,https://www.booking.com/hotel/in/la-sagrita.html,"Located just within 1.2 mi from the historic India Gate and Humayun Tomb, La Sagrita features a massage parlor for guests to unwind.",India,110003,Delhi NCR,"14, Sunder Nagar, Sundar Nagar, 110003 New Delhi, India","14, Sunder Nagar",8.2,https://r-cf.bstatic.com/images/hotel/max500/295/29506859.jpg,Prices for upcoming dates start at $63 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&center=28.6051590,77.2418877&markers=color:blue%7c28.6051590,77.2418877&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=HV0DyqeHW8mMWaO_-sNZNri-hPI="
414,OYO 7634 Hotel Delhi Continental,https://www.booking.com/hotel/in/delhi-continental.html,"Located in New Delhi within 1.9 mi of Jantar Mantar and 2.5 mi of Red Fort, OYO 7634 Hotel Delhi Continental provides rooms with free WiFi.",India,110055,Delhi NCR,"8218-19 Arakashan Road, Street No 6, Paharganj, 110055 New Delhi, India","8218-19 Arakashan Road, Street No 6",,https://r-cf.bstatic.com/images/hotel/max500/160/160246471.jpg,Prices for upcoming dates start at $14 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&sensor=false&center=28.6471192,77.2111217&markers=color:blue%7c28.6471192,77.2111217&client=gme-booking&channel=booking-frontend&signature=rLUuyDe3hIDWgOgReAnb0znTk9Q="
415,Hotel Tourist Palace,https://www.booking.com/hotel/in/tourist-palace-palam.html,"Located in New Delhi, 6 miles from Qutub Minar, Hotel Tourist Palace has air-conditioned rooms with free WiFi and a tour desk.",India,110037,Delhi NCR,"A-385, Road Number 2 , Mahipalpur, 110037 New Delhi, India","A-385, Road Number 2",7.0,https://r-cf.bstatic.com/images/hotel/max500/110/110021420.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5476355,77.1266495&center=28.5476355,77.1266495&zoom=15&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=0P8hxtjwBEBGPy7JEGAtUQZusv8="
416,SilverKey Executive Stays 45766 Sector 19 Dwarka,https://www.booking.com/hotel/in/silverkey-executive-stays-45766-sector-19-dwarka.html,"Attractively set in the Dwarka district of New Delhi, SilverKey Executive Stays 45766 Sector 19 Dwarka is located 12 miles from Rashtrapati Bhavan, 12...",India,110075,Delhi NCR,"B Block, Sector-19, Dwarka, Delhi, Dwarka, 110075 New Delhi, India","B Block, Sector-19, Dwarka, Delhi",,https://r-cf.bstatic.com/images/hotel/max500/225/225691327.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.5802460,77.0483550&sensor=false&markers=color:blue%7c28.5802460,77.0483550&zoom=15&client=gme-booking&channel=booking-frontend&signature=H-o0QlRlG9mDRqG6MoSzuc1vpbE="
417,Airport Hotel Vishal Residency,https://www.booking.com/hotel/in/vishal-residency-new-delhi1.html,"Conveniently on the National Highway 8 (NH8) from New Delhi to Gurgaon, Hotel Vishal Residency is a 3-star property with a fitness center. It is only 1.",India,110037,Delhi NCR,"N.H.8, Rangpuri, Near Radisson Hotel, Mahipalpur, Mahipalpur, 110037 New Delhi, India","N.H.8, Rangpuri, Near Radisson Hotel, Mahipalpur",7.2,https://r-cf.bstatic.com/images/hotel/max500/657/65782549.jpg,Prices for upcoming dates start at $26 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&markers=color:blue%7c28.5425399,77.1185061&center=28.5425399,77.1185061&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=n8moFiQb2K38ng8WCTB5WDvDzP0="
418,Golden Leaf Hotel,https://www.booking.com/hotel/in/golden-leaf-new-delhi.html,"Located in New Delhi, 2.5 miles from Lodhi Gardens, Golden Leaf Hotel has accommodations with free WiFi and free private parking.",India,110029,Delhi NCR,"A1/296 Safdarjung Enclave, Safdarjung Enclave, 110029 New Delhi, India",A1/296 Safdarjung Enclave,8.0,https://r-cf.bstatic.com/images/hotel/max500/637/63739575.jpg,Prices for upcoming dates start at $46 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5683797,77.1992192&sensor=false&size=1600x1200&zoom=15&center=28.5683797,77.1992192&client=gme-booking&channel=booking-frontend&signature=2jzP96CmmDDlI64zBYmf6HFEBng="
419,Bed and Chaï Guest House,https://www.booking.com/hotel/in/bed-and-chai.html,"Offering comfortable and cozy accommodations in the capital city, Bed and Chaï is located in New Delhi. Free WiFi access is available in all areas.",India,110048,Delhi NCR," R-55, second floor, Greater Kailash-1 , New Delhi, India, Greater Kailash 1, 110048 New Delhi, India","R-55, second floor, Greater Kailash-1 , New Delhi, India",8.6,https://r-cf.bstatic.com/images/hotel/max500/574/57488502.jpg,Prices for upcoming dates start at $35 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5486093,77.2420326&sensor=false&zoom=15&center=28.5486093,77.2420326&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=yFdGQ_bZRWHcC9IzKzzirmyDi8Y="
420,SPOT ON 46796 Shanti Palace SPOT,https://www.booking.com/hotel/in/spot-on-46796-shanti-palace-spot.html,"Located conveniently in the Paharganj district of New Delhi, SPOT ON 46796 Shanti Palace SPOT is located 1.2 miles from Jantar Mantar, 1.",India,110055,Delhi NCR,"Krishna Gali, Oppo NDLS, Behind amrit kaur market, Paharganj, Delhi, Paharganj, 110055 New Delhi, India","Krishna Gali, Oppo NDLS, Behind amrit kaur market, Paharganj, Delhi",,https://r-cf.bstatic.com/images/hotel/max500/220/220490604.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6423020,77.2178650&center=28.6423020,77.2178650&size=1600x1200&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=FBHR1fKHLJXAVn_Pu2f0v1qrJlU="
421,OYO 12738 Hotel Diamond,https://www.booking.com/hotel/in/oyo-12738-diamond-delhi12345.html,"Featuring a garden, OYO 12738 Hotel Diamond is located in New Delhi in the Delhi NCR region, 7 miles from Qutub Minar and 8 miles from Gandhi Smriti.",India,110037,Delhi NCR,"A-50, Road 3, Mahipalpur Extension, Mahipalpur, 110037 New Delhi, India","A-50, Road 3, Mahipalpur Extension",,https://r-cf.bstatic.com/images/hotel/max500/136/136209020.jpg,Prices for upcoming dates start at $14 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5485431,77.1268931&zoom=15&size=1600x1200&markers=color:blue%7c28.5485431,77.1268931&sensor=false&client=gme-booking&channel=booking-frontend&signature=S49PBqkteG_3NHF6xlAKxv0pOWc="
422,Avanti Tenantry,https://www.booking.com/hotel/in/avanti-tenantry.html,"Located in New Delhi, 3.3 miles from Lodhi Gardens and 3.",India,110029,Delhi NCR,"A 2/20 Safdarjung enclave, Safdarjung Enclave, 110029 New Delhi, India",A 2/20 Safdarjung enclave,8.5,https://r-cf.bstatic.com/images/hotel/max500/185/185168509.jpg,Prices for upcoming dates start at $51 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5662797,77.1914901&center=28.5662797,77.1914901&sensor=false&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=0RXvke9Pttk6gzWOCqXj212iAq8="
423,Edition O 30065 Regale Inn,https://www.booking.com/hotel/in/edition-o-30065-regale-inn-delhi.html,"Well located in the South Delhi district of New Delhi, Edition O 30065 Regale Inn is located 1.",India,110019,Delhi NCR,"2, A-2, Chittranjan Park, Near Savatri Cinema MENTION What is the nearest metro station, Outer Ring Rd, Block A, Chittaranjan., 110019 New Delhi, India","2, A-2, Chittranjan Park, Near Savatri Cinema MENTION What is the nearest metro station, Outer Ring Rd, Block A, Chittaranjan.",,https://r-cf.bstatic.com/images/hotel/max500/218/218631372.jpg,Prices for upcoming dates start at $23 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&center=28.5424339,77.2416940&size=1600x1200&markers=color:blue%7c28.5424339,77.2416940&client=gme-booking&channel=booking-frontend&signature=ow1bndO_qkJ4y81bVN9JDpxruQc="
424,HOTEL GREEN PALACE,https://www.booking.com/hotel/in/green-palace-new-delhi12.html,"Located in New Delhi, 6 miles from Qutub Minar, HOTEL GREEN PALACE provides accommodations with free WiFi and free private parking.",India,110037,Delhi NCR,"A-51,ROAD NO 2, NEAR HOTEL CLASSIC DEPLOMENT, MAHIPALPUR, Mahipalpur, 110037 New Delhi, India","A-51,ROAD NO 2, NEAR HOTEL CLASSIC DEPLOMENT, MAHIPALPUR",,https://r-cf.bstatic.com/images/hotel/max500/233/233457287.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&size=1600x1200&center=28.5476670,77.1272800&markers=color:blue%7c28.5476670,77.1272800&client=gme-booking&channel=booking-frontend&signature=s7qmNX4SSJHy42HLY_vsmBI6u0Y="
425,Hari Piorko by Backpacker Panda,https://www.booking.com/hotel/in/hari-piorko.html,"In New Delhi, Hari Piorko by Backpacker Panda is half a mile from Central Park and Connaught Place.",India,110055,Delhi NCR,"4775 Main Bazar, Paharganj, Paharganj, 110055 New Delhi, India","4775 Main Bazar, Paharganj",7.3,https://r-cf.bstatic.com/images/hotel/max500/234/234900544.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6410686,77.2132149&zoom=15&markers=color:blue%7c28.6410686,77.2132149&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=NtYb11rx0xdSslolvG1XA9DcgZM="
426,Ginger East Delhi,https://www.booking.com/hotel/in/ginger-hotels-new-delhi-vivek-vihar.html,"Located just 2.5 miles from Anand Vihar Train Station, Ginger East Delhi Hotel offers a fitness center and multi-cuisine restaurant.",India,110098,Delhi NCR,"Dda Community Center, Opposite East End Club, Vivekvihar,, 110098 New Delhi, India","Dda Community Center, Opposite East End Club, Vivekvihar",6.8,https://r-cf.bstatic.com/images/hotel/max500/449/44961351.jpg,Prices for upcoming dates start at $22 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&markers=color:blue%7c28.6656698,77.3038790&sensor=false&center=28.6656698,77.3038790&client=gme-booking&channel=booking-frontend&signature=b20qYu0merPy0TlPWCok8rWGjPs="
427,OYO 61264 Hotel Royal Orbit,https://www.booking.com/hotel/in/oyo-61264-royal-orbit.html,OYO 61264 Hotel Royal Orbit features air-conditioned rooms with cable TV in the Mahipalpur district of New Delhi.,India,110037,Delhi NCR,"50/2,A Block, Street No. 1, Mahipalpur Extension, Delhi, Mahipalpur, 110037 New Delhi, India","50/2,A Block, Street No. 1, Mahipalpur Extension, Delhi",,https://r-cf.bstatic.com/images/hotel/max500/220/220347515.jpg,Prices for upcoming dates start at $9 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5467930,77.1278300&sensor=false&markers=color:blue%7c28.5467930,77.1278300&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=mguvrGkxXYZnWtXrcUAZQGpBrXo="
428,FabHotel Ashu Palace,https://www.booking.com/hotel/in/ashu-palace.html,"Located just 656 feet from the metro station, this hotel in the largest shopping center in Asia is conveniently placed for exploring all that New Delhi has...",India,110005,Delhi NCR,"12A/34 W.E.A. Saraswati Marg,, Karol bagh, 110005 New Delhi, India",12A/34 W.E.A. Saraswati Marg,6.8,https://r-cf.bstatic.com/images/hotel/max500/200/200984705.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6506260,77.1906680&zoom=15&size=1600x1200&sensor=false&center=28.6506260,77.1906680&client=gme-booking&channel=booking-frontend&signature=lYE6vHHkPSFloXHrc2ydQ6QOkcQ="
429,Treebo Tryst Royce New Friends Colony,https://www.booking.com/hotel/in/the-royce.html,Treebo Royce offers a 24-hour front desk and free WiFi throughout the property. It is located just 0.9 mi from Fortis Escorts Hospital and 2.,India,110025,Delhi NCR,"D-803, CV Raman Marg, New Friends Colony, New Delhi, Delhi 110025, New Friends Colony, 110025 New Delhi, India","D-803, CV Raman Marg, New Friends Colony, New Delhi, Delhi 110025",7.9,https://r-cf.bstatic.com/images/hotel/max500/616/61697347.jpg,Prices for upcoming dates start at $30 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&markers=color:blue%7c28.5651854,77.2702628&center=28.5651854,77.2702628&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=7kpCucfXVQc5csU9rBQjuUSThEY="
430,Capital O 63582 Airport Hotel Metropolitan Express,https://www.booking.com/hotel/in/capital-o-63582-airport-metropolitan-express.html,"Located within 9 miles of Rashtrapati Bhavan and 10 miles of Qutub Minar, Capital O 63582 Airport Hotel Metropolitan Express provides rooms in New Delhi.",India,110037,Delhi NCR,"Nh-08 Main Road, Block B, Delhi, 110037 New Delhi, India","Nh-08 Main Road, Block B, Delhi",,https://r-cf.bstatic.com/images/hotel/max500/224/224674338.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&center=28.5498500,77.1281500&markers=color:blue%7c28.5498500,77.1281500&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=-D_WGvJxwWR1TQvcvlfOP3Dkd-c="
431,Ameya Suites Jasola,https://www.booking.com/hotel/in/ameya-suites-jasola.html,"Ameya Suites Jasola in New Delhi provides adults only accommodations with a restaurant, a bar and a garden.",India,110025,Delhi NCR,"Plot No.-6, FC-33, Jasola, Jasola, 110025 New Delhi, India","Plot No.-6, FC-33, Jasola",8.0,https://r-cf.bstatic.com/images/hotel/max500/234/234592496.jpg,Prices for upcoming dates start at $49 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&center=28.5398918,77.2926078&markers=color:blue%7c28.5398918,77.2926078&sensor=false&client=gme-booking&channel=booking-frontend&signature=wtxL6GhF_iMtqg__eU8z9NoVTiI="
432,OYO 24901 Achi House,https://www.booking.com/hotel/in/oyo-24901-achi-house-delhi.html,"Located within 3.7 miles of Red Fort and 3.9 miles of Gurudwara Sis Ganj Sahib, OYO 24901 Achi House provides rooms in New Delhi.",India,110054,Delhi NCR,"House No-27C, Block No-7, Near Tibetan Market, New Aruna Nagar,Majnu Ka Tilla, 110054 New Delhi, India","House No-27C, Block No-7, Near Tibetan Market, New Aruna Nagar,Majnu Ka Tilla",,https://r-cf.bstatic.com/images/hotel/max500/179/179440065.jpg,Prices for upcoming dates start at $20 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.7012866,77.2287516&zoom=15&sensor=false&center=28.7012866,77.2287516&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=QefWpI_tyuttZ0TA0JnR4PGlG4Y="
433,OYO 26796 Nikunj Bed & Breakfast,https://www.booking.com/hotel/in/oyo-26796-nikunj-bed-breakfast.html,"Attractively set in the Karol bagh district of New Delhi, OYO 26796 Nikunj Bed & Breakfast is located 3.8 miles from Gurudwara Bangla Sahib, 3.",India,110005,Delhi NCR,"9834, Ahata Thakur Dass Sarai Rohilla, Karol bagh, 110005 New Delhi, India","9834, Ahata Thakur Dass Sarai Rohilla",,https://r-cf.bstatic.com/images/hotel/max500/227/227250262.jpg,Prices for upcoming dates start at $17 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.6622780,77.1845110&sensor=false&zoom=15&size=1600x1200&markers=color:blue%7c28.6622780,77.1845110&client=gme-booking&channel=booking-frontend&signature=4BSGJFBt08QpOkVmEVLoIxkcUEQ="
